Product Name,Product Link,Product Price,Product Category,Image & Anchor Links,Full Description,Left Eye Power,Right Eye Power,Sale Price,Product Subcategory
revlon satin ink majestic rose,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/revlon-satin-ink-majestic-rose,5.5,,,,not there,not there,,
revlon satin ink royal amethyst,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/revlon-satin-ink-royal-amethyst,5.5,,,,not there,not there,,
revlon lipstick satin ink reigning red,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/revlon-lipstick-satin-ink-reigning-red,5.5,,,,not there,not there,,
revlon lipstick satin ink regal ruby,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/revlon-lipstick-satin-ink-regal-ruby,5.5,,,,not there,not there,,
revlon satin ink queen Of Quartz,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/revlon-satin-ink-queen-of-quartz,5.5,,,,not there,not there,,
revlon satin ink lady topaz,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/revlon-colorstay-satin-ink-lady-topaz,5.5,,,,not there,not there,,
revlon satin ink pink duchess,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/revlon-satin-ink-pink-duchess,5.5,,,,not there,not there,,
revlon colorstay satin ink My Own Boss,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/revlon-colorstay-satin-ink-my-own-boss,5.5,,,,not there,not there,,
revlon satin ink Mauvey Darling,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/revlon-satin-ink-mauvey-darling,5.5,,,,not there,not there,,
revlon satin ink partner in crime,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/revlon-satin-ink-partner-in-crime,5.5,,,,not there,not there,,
revlon colorstay satin ink eyes on you,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/revlon-colorstay-satin-ink-eyes-on-you,5.5,,,,not there,not there,,
revlon lipstick wild ride,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/revlon-lipstick-wild-ride,5.5,,,,not there,not there,,
Colorstay Overtime - Endless Spice 360,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/colorstay-overtime---endless-spice-360,5.75,,,,not there,not there,,
Revlon Overtime Infinite Raspberry,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/revlon-overtime-infinite-raspberry,5.75,,,,not there,not there,,
Colorstay Overtime Unlimited mulberry,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/colorstay-overtime-lipcolor-unlimited,5.75,,,,not there,not there,,
Colorstay Overtime Always Sienna,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/colorstay-overtime-always-sienna,5.75,,,,not there,not there,,
ColorStay Longwear Lip Liner red,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/colorstay-longwear-lip-liner-red,3.75,,,,not there,not there,,
ColorStay Longwear Lip Liner Wine,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/colorstay-longwear-lip-liner-wine,3.75,,,,not there,not there,,
REVLON COLORSTAY LIP LINER MAUVE,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/revlon-colorstay-lip-liner-mauve,3.75,,,,not there,not there,,
revlon tunnel vision 010,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/revlon-tunnel-vision-010,5.75,,,,not there,not there,,
revlon lip boom 015,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/revlon-lip-boom-015,5.75,,,,not there,not there,,
revlon in the zone 019,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/revlon-in-the-zone-019,5.75,,,,not there,not there,,
revlon in charge 009,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/revlon-in-charge-009,5.75,,,,not there,not there,,
revlon gut want it all 003,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/revlon-gut-want-it-all-003,5.75,,,,not there,not there,,
revlon gut pure talent 004,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/revlon-gut-pure-talent-004,5.75,,,,not there,not there,,
revlon gut instinct 001,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/revlon-gut-instinct-lipstick-001,5.75,,,,not there,not there,,
revlon gut hot girl 005,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/revlon-gut-hot-girl-005,5.75,,,,not there,not there,,
revlon first class 018,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/revlon-first-class-018,5.75,,,,not there,not there,,
revlon bread winner 016,https://adasat.online/kw-en/product-details/accessories/lipstick/revlon/revlon-bread-winner-016,5.75,,,,not there,not there,,
Tota,https://adasat.online/kw-en/product-details/accessories/lashes/farah-lashes/tota,8.0,Lashes,"https://cdn.adasat.online/product/additional/product21693734269.jpg, https://cdn.adasat.online/product/product11693734269.jpg, https://cdn.adasat.online/product/additional/product21693734269.jpg, https://cdn.adasat.online/product/product11693734269.jpg","GENERAL INFO:
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",not there,not there,5.6,Farah Lashes
Reyami,https://adasat.online/kw-en/product-details/accessories/lashes/farah-lashes/reyami,8.0,Lashes,"https://cdn.adasat.online/product/additional/product21693734193.jpg, https://cdn.adasat.online/product/product11693734192.jpg, https://cdn.adasat.online/product/additional/product21693734193.jpg, https://cdn.adasat.online/product/product11693734192.jpg","GENERAL INFO:
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",not there,not there,5.6,Farah Lashes
Retaj,https://adasat.online/kw-en/product-details/accessories/lashes/farah-lashes/retaj,8.0,Lashes,"https://cdn.adasat.online/product/additional/product21693734119.jpg, https://cdn.adasat.online/product/product11693734119.jpg, https://cdn.adasat.online/product/additional/product21693734119.jpg, https://cdn.adasat.online/product/product11693734119.jpg","GENERAL INFO:
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",not there,not there,5.6,Farah Lashes
Rayan,https://adasat.online/kw-en/product-details/accessories/lashes/farah-lashes/rayan,8.0,Lashes,"https://cdn.adasat.online/product/additional/product21693734068.jpg, https://cdn.adasat.online/product/product11693734068.jpg, https://cdn.adasat.online/product/additional/product21693734068.jpg, https://cdn.adasat.online/product/product11693734068.jpg","GENERAL INFO:
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",not there,not there,5.6,Farah Lashes
Ishq,https://adasat.online/kw-en/product-details/accessories/lashes/farah-lashes/ishq,8.0,Lashes,"https://cdn.adasat.online/product/additional/product21693733965.jpg, https://cdn.adasat.online/product/product11693733965.jpg, https://cdn.adasat.online/product/additional/product21693733965.jpg, https://cdn.adasat.online/product/product11693733965.jpg","GENERAL INFO:
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",not there,not there,5.6,Farah Lashes
Cat Eyes,https://adasat.online/kw-en/product-details/accessories/lashes/farah-lashes/cat-eyes,8.0,Lashes,"https://cdn.adasat.online/product/additional/product21693733916.jpg, https://cdn.adasat.online/product/product11693733915.jpg, https://cdn.adasat.online/product/additional/product21693733916.jpg, https://cdn.adasat.online/product/product11693733915.jpg","GENERAL INFO:
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",not there,not there,5.6,Farah Lashes
Bashayer,https://adasat.online/kw-en/product-details/accessories/lashes/farah-lashes/bashayer,8.0,Lashes,"https://cdn.adasat.online/product/additional/product21693733606.jpg, https://cdn.adasat.online/product/product11693733606.jpg, https://cdn.adasat.online/product/additional/product21693733606.jpg, https://cdn.adasat.online/product/product11693733606.jpg","GENERAL INFO:
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",not there,not there,5.6,Farah Lashes
Aryam,https://adasat.online/kw-en/product-details/accessories/lashes/farah-lashes/aryam,8.0,Lashes,"https://cdn.adasat.online/product/additional/product21693733464.jpg, https://cdn.adasat.online/product/product11693733464.jpg, https://cdn.adasat.online/product/additional/product21693733464.jpg, https://cdn.adasat.online/product/product11693733464.jpg","GENERAL INFO:
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",not there,not there,5.6,Farah Lashes
MF Miracle Pure Nail Polish - 320,https://adasat.online/kw-en/product-details/accessories/nails/max-factor9/mf-miracle-pure-nail-polish---320,2.0,Nails,"https://cdn.adasat.online/product/additional/product31718274951.jpg, https://cdn.adasat.online/product/product11718274950.jpg, https://cdn.adasat.online/product/additional/product21718274951.jpg, https://cdn.adasat.online/product/additional/product31718274951.jpg, https://cdn.adasat.online/product/product11718274950.jpg","GENERAL DESCRIPTION
GENERAL INFO:
DESCRIPTION:
Max Factor Miracle Pure Nail Colour promotes healthy looking nails and gives vibrant colour with no compromise on wear.
The breathable 100% vegan formula is powered by plant-based ingredients, including mineral clay that promotes strength and natural antioxidant Vitamin E.
Available in a range of shades, from deep red to calming pastels, Miracle Pure Nail Colour is quick-drying, long-lasting and gives a high shine finish whatever tone you pick.  
HOW TO USE:
Step 1: Using the provided brush, apply a small layer of formula to your nails and let dry
Step 2: Additional colour can be applied to achieve desired look. Can be Removed with regular nail polish remover
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",not there,not there,,Max Factor
MF Miracle Pure Nail Polish - 840,https://adasat.online/kw-en/product-details/accessories/nails/max-factor9/mf-miracle-pure-nail-polish---840,2.0,Nails,"https://cdn.adasat.online/product/additional/product21693398269.jpg, https://cdn.adasat.online/product/product11693398268.jpg, https://cdn.adasat.online/product/additional/product21693398269.jpg, https://cdn.adasat.online/product/product11693398268.jpg","GENERAL DESCRIPTION
GENERAL INFO:
DESCRIPTION:
Max Factor Miracle Pure Nail Colour promotes healthy looking nails and gives vibrant colour with no compromise on wear.
The breathable 100% vegan formula is powered by plant-based ingredients, including mineral clay that promotes strength and natural antioxidant Vitamin E.
Available in a range of shades, from deep red to calming pastels, Miracle Pure Nail Colour is quick-drying, long-lasting and gives a high shine finish whatever tone you pick.  
HOW TO USE:
Step 1: Using the provided brush, apply a small layer of formula to your nails and let dry
Step 2: Additional colour can be applied to achieve desired look. Can be Removed with regular nail polish remover
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",not there,not there,,Max Factor
MF Miracle Pure Nail Polish - 500,https://adasat.online/kw-en/product-details/accessories/nails/max-factor9/mf-miracle-pure-nail-polish---500,2.0,Nails,"https://cdn.adasat.online/product/additional/product21693398174.jpg, https://cdn.adasat.online/product/product11693398174.jpg, https://cdn.adasat.online/product/additional/product21693398174.jpg, https://cdn.adasat.online/product/product11693398174.jpg","GENERAL DESCRIPTION
GENERAL INFO:
DESCRIPTION:
Max Factor Miracle Pure Nail Colour promotes healthy looking nails and gives vibrant colour with no compromise on wear.
The breathable 100% vegan formula is powered by plant-based ingredients, including mineral clay that promotes strength and natural antioxidant Vitamin E.
Available in a range of shades, from deep red to calming pastels, Miracle Pure Nail Colour is quick-drying, long-lasting and gives a high shine finish whatever tone you pick.  
HOW TO USE:
Step 1: Using the provided brush, apply a small layer of formula to your nails and let dry
Step 2: Additional colour can be applied to achieve desired look. Can be Removed with regular nail polish remover
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",not there,not there,,Max Factor
MF Miracle Pure Nail Polish - 305,https://adasat.online/kw-en/product-details/accessories/nails/max-factor9/mf-miracle-pure-nail-polish---305,2.0,Nails,"https://cdn.adasat.online/product/additional/product21693398116.jpg, https://cdn.adasat.online/product/product11693398115.jpg, https://cdn.adasat.online/product/additional/product21693398116.jpg, https://cdn.adasat.online/product/product11693398115.jpg","GENERAL DESCRIPTION
GENERAL INFO:
DESCRIPTION:
Max Factor Miracle Pure Nail Colour promotes healthy looking nails and gives vibrant colour with no compromise on wear.
The breathable 100% vegan formula is powered by plant-based ingredients, including mineral clay that promotes strength and natural antioxidant Vitamin E.
Available in a range of shades, from deep red to calming pastels, Miracle Pure Nail Colour is quick-drying, long-lasting and gives a high shine finish whatever tone you pick.  
HOW TO USE:
Step 1: Using the provided brush, apply a small layer of formula to your nails and let dry
Step 2: Additional colour can be applied to achieve desired look. Can be Removed with regular nail polish remover
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",not there,not there,,Max Factor
