Full Name,Division
"Integrated Network, Humana (Medicare), Oscar, UMR Top Tier,",United (Commercial) Clinical Integrated Network
"Sofya Pintova, MD",Medical Oncology / Hematology
"Stephanie A Pollitz, MD",Obstetrics & Gynecology
"Galia Pollock, MD",Hematology
"Lazar Popilevsky, MD",Anesthesiology
"Beth Popp, MD",Hospice & Palliative Medicine
"Elisa R Port, MD",Surgical Oncology
"Rajveer S Purohit, MD",Urology
"Seema Quraishi, MD",Psychiatry
"Svetlana Raichel-Stivi, MD",Family Medicine
"Peter Raimondi, MD",Cardiology
"Andres Ramirez Zamudio, MD",Obstetrics & Gynecology
"Ajit Rao, MD",General Surgery
"Avinash K Reddy, MD",Urology
"Nicolette Reese, MD",Obstetrics & Gynecology
"Lucas R Resende Salgado, MD",Radiation Oncology
"Shambavi Richard, MD",Hematology & Oncology
"Joshua Richter, MD",Medical Oncology / Hematology
"Luis G Rivera Sanchez, MD",General Surgery
"Carol E Rodriguez, MD",Obstetrics & Gynecology
"Zoe I Rodriguez, MD",Obstetrics & Gynecology
"Cesar Rodriguez-Valdes, MD",Hematology & Oncology
"Nicholas C Rohs, MD",Hematology & Oncology
"Kenneth E Rosenzweig, MD",Radiation Oncology
"Susan D Rothenberg, MD",Obstetrics & Gynecology
"Yelena Rubinshteyn, MD",Family Medicine
"Reena N Rupani, MD",Dermatology
"Audrey Saitta, MD",Radiation Oncology
"Nadim Salomon, MD",Infectious Disease
"Robert Samstein, MD",Radiation Oncology
"Larysa Sanchez, MD",Hematology & Oncology
"Mindy B Satsky, MD",Internal Medicine
"Hani Sbitany, MD",General Surgery
"Alexandra Schloss, MD",Family Medicine
"Hayley E Scholl, MD",Obstetrics & Gynecology
"Abdollah Sedighi, MD",Cardiology
"Michelle L Seguin, MD",Family Medicine
"Lana Selitsky, DO",Obstetrics & Gynecology
"Sovrin M Shah, MD",Urology
"Michael Shahbaz, MD",Preventive Medicine
"Theresa H Shao, MD",Internal Medicine / Medical Oncology
"Ilan Shapira, MD",Hematology / Medical Oncology
"Kavita Sharma, MD",Pain Management
"John Shields, DPM",Podiatry
"Kunal K Sindhu, MD",Radiation Oncology
"Harveen Singh, MD",Family Medicine
"Vivek Singh, MD",Internal Medicine / Cardiology
"Sandeep Soman, MD",Internal Medicine
"Kimberly Song, MD",General Surgery
"Timothy G Stahl, PhD",Psychology
"Robert D Stewart, MD",Radiation Oncology
"Richard G Stock, MD",Radiation Oncology
"Stacy A Suden, MD",Internal Medicine
"Steven Sultan, MD",General Surgery
"Max W Sung, MD",Medical Oncology
"Jordan P Talia, MD",Dermatology
"Julie Taw, MD",Internal Medicine
"Joseph P Terlizzi, MD",Colon & Rectal Surgery / General Surgery
"Santiago M Thibaud, MD",Hematology & Oncology
"Paul A Thodiyil, MD",General Surgery
"Jess Ting, MD",Plastic Surgery
"Carol Tong, DPM",Podiatry
"Cheng M Tou, MD",Obstetrics & Gynecology
"Ann Tran, MD",Obstetrics & Gynecology
"Jeanne D Travis, MD",Internal Medicine
"Kevin Troy, MD",Hematology
"Ashley T Tsang, MD",General Surgery
"Benjamin N Ungar, MD",Dermatology
"Jonathan P Ungar, MD",Dermatology
"Kaiser Wang, MD",Family Medicine
"Christina R Weltz, MD",Breast Surgery
"Ruvini Wijetilaka, MD",Internal Medicine
"Nils P Wiklund, MD",Urology
"Olivia Wind, MD",Dermatology
"Anne S Wold, MD",Obstetrics & Gynecology / Reproductive Endocrinology and Infertility
"Helaine K Worrell, MD",Obstetrics & Gynecology
"Sophia Wu, MD",Obstetrics & Gynecology
"Integrated Network, Humana (Medicare), Oscar, UMR Top Tier,",United (Commercial) Clinical Integrated Network
"Alice S Yao, MD",Plastic Surgery
"Vincent Yen, MD","Internal Medicine / Endocrinology, Diabetes and Metabolism"
"Dmitriy Zamarin, MD",Medical Oncology
"Elizabeth A Zapp, MD",Family Medicine
"Michael J Zeidman, MD",General Surgery
"Kristen Zeligs, MD",Obstetrics & Gynecology
"Yasmina Zoghbi, MD",Plastic Surgery
"Jason M Abramowitz, MD",Otolaryngology
"Hilary W Alpert, MD",Orthopaedic Surgery
"Peter E Ashman, MD",Otolaryngology
"Jonathan E Aviv, MD",Otolaryngology
"Vijay K Battu, MD",Ophthalmology
"Yuri Brito, MD",Family Medicine
"Sujana S Chandrasekhar, MD",Otology & Neurotology
"Evelyn Chu, MD",Family Medicine
"Evan L Flatow, MD",Orthopaedic Surgery
"Jennifer M Geiger, MD",Dermatology
Clinically Integrated Network Member,"(646) 590-2300    |    20 East 46th Street, #1302, New York, NY 10017    |      .83 miles"
"Thomas I Goldman, DPM",Podiatry
"Makoto Iwahara, MD",Gastroenterology / Internal Medicine
"Ofer Jacobowitz, MD",Otolaryngology / Sleep Medicine
"Bret C Jacobs, DO",Family Medicine / Sports Medicine (Family Medicine)
"Melissa Kang, MD",Gastroenterology
"Ujwala Kaza, MD",Allergy & Immunology
"Susan S Khalil, MD",Obstetrics & Gynecology
"Jaehon M Kim, MD",Orthopaedic Surgery
"Alex J Ky-Miyasaka, MD",Colon & Rectal Surgery / General Surgery
"Sean L Lager, MD",Orthopaedic Surgery / Orthopaedic Sports Medicine
"Winnifred Lamarre, MD",Family Medicine
"Shari Marchbein, MD",Dermatology
"Ryan P Minara, DPM",Podiatry
"Jason A Moche, MD",Otolaryngology
"Robert Parisien, MD",Orthopaedic Surgery
"Kamal Ramani, MD",Internal Medicine
"Nicholas Richardson, MD",Orthopaedic Surgery
"Ali I Seckin, MD",Anesthesiology / Pain Medicine (Anesthesiology)
"Medicare) Clinical Integrated Network, Empire (Commercial/Medicare)","Clinical Integrated Network, Humana (Medicare), Oscar, UMR Top"
"Lana Selitsky, DO",Obstetrics & Gynecology
"Aruna Seneviratne, MD",Orthopaedic Surgery / Orthopaedic Sports Medicine
"Jasbir Singh, DO",Family Medicine
"Helaine K Worrell, MD",Obstetrics & Gynecology
"Shyam Amin, MD",Cardiology
"Ranjit Arpels-Josiah, MD",Cardiology
"Luis Aybar, MD",Cardiology / Nuclear Cardiology
"Gargi Bajpayee, MD",Internal Medicine
"Russell L Berdoff, MD",Cardiology
"David B Chessin, MD",General Surgery
"John T Fox, MD",Interventional Cardiology / Pediatrics
"Ramesh M Gowda, MD",Cardiology / Interventional Cardiology
"Samuel Hanon, MD",Cardiology / Clinical Cardiac Electrophysiology
"Sonal B Jani, MD",Cardiology
"Yumiko Kanei, MD",Interventional Cardiology / Cardiology
"Patrick W Lam, MD",Clinical Cardiac Electrophysiology / Cardiology
"Marissa Lombardo, MD",Cardiology
"Alexander Mayer, DO",Interventional Cardiology
"Marcelo Mendez, MD",Cardiology / Internal Medicine
"Becky Naoulou, MD",Internal Medicine
"Pablo C Navarro, MD",Cardiology
"Nicholas V Papapietro, MD",Cardiology / Nuclear Cardiology
"Peter Raimondi, MD",Cardiology
"Hugo O Rosero, DO",Cardiology / Interventional Cardiology
"Ossama R Samuel, MD",Cardiology / Nuclear Cardiology
"Ankit R Shah, MD",Internal Medicine
"Tina Shah, MD",Cardiology
"Joseph B Tawil, MD",Cardiology / Internal Medicine
"Ruwanthi Wijesinghe, MD",Cardiology
"Vivian M Abascal, MD",Cardiology
"Ethan Abbott, DO",Emergency Medicine
"Dalia Abdel Azim, MD",Anatomic Pathology
"Antoine T Abed, MD",Pulmonary Disease / Critical Care Medicine
"Cynthia Abraham, MD",Obstetrics & Gynecology
"Gallane D Abraham, MD",Emergency Medicine
"Rory Abrams, MD",Neurology
"Natasha Acosta Diaz, MD",Neurotology
"Ana Acuna-Villaorduna, MD",Internal Medicine
"Alan A Adler, MD",Obstetrics & Gynecology
"Edward Adler, MD",Orthopaedic Surgery
"Debora Afezolli, MD",Hospice & Palliative Medicine / Internal Medicine
"Rahul Agarwal, MD","Endocrinology, Diabetes and Metabolism / Internal Medicine"
"Ritu Agarwal, MD",Liver Diseases
"Manasi Agrawal, MD",Gastroenterology
"David Aharonoff, MD",Neurology / Epilepsy
"Danish A Ahmad, MD",Emergency Medicine
"Sumayya Ahmad, MD",Ophthalmology
"Amir Ahmadi, MD",Cardiology
"Jalal Ahmed, MD, PhD",Radiation Oncology
"Sagal Ahmed, PhD",Psychology
"Saadia Akhtar, MD",Emergency Medicine
"Paul M Al-Attar, MD",Orthopaedic Surgery
"Zainab Al-Ibraheemi, MD",Maternal and Fetal Medicine / Obstetrics & Gynecology
Clinically Integrated Network Member,"(212) 523-4000    |    1000 Tenth Avenue, New York, NY 10019    |     1.11 miles"
"Zainab Al-Ibraheemi, MD",Maternal and Fetal Medicine / Obstetrics & Gynecology
"Jeanine B Albu, MD","Endocrinology, Diabetes and Metabolism"
"Melissa A Alexander, MD",Pathology
"Ayesha Ali, MD",Emergency Medicine
"Haneen Ali, MD",Diagnostic Radiology
"Yousaf Ali, MD",Rheumatology / Internal Medicine
"Abigail K Allen, MD",Orthopaedic Surgery
"Amy S Aloysi, MD",Psychiatry
"Alex M Amberg, MD",Obstetrics & Gynecology
"Gregory Amend, MD",Urology
"Shyam Amin, MD",Cardiology
"Monica K Amoo-Achampong, MD",Pediatrics
"James J Andersen, MD",Psychiatry
"Brett Anderson, MD",Pediatrics
"David Anderson, MD",General Surgery
"Jordyn Anderson, PsyD",Psychology
"Allen D Andrade, MD",Geriatric Medicine
"Mark C Andreae, MD",Emergency Medicine
"Celina S Ang, MD",Medical Oncology
"Claire Ankuda, MD",Geriatric Medicine
"Shawn G Anthony, MD",Orthopaedic Surgery
"Donald Apakama, MD",Emergency Medicine
"Olusegun A Apoeso, MBBS",Hospice & Palliative Medicine
"Jacob M Appel, MD",Psychiatry
"Rachel Arakawa, MD","Endocrinology, Diabetes and Metabolism"
"Edgar Argulian, MD",Cardiology
"Suzanne A Arinsburg, MD",Anatomic Pathology
"Robert Arnold, MD",Hospice & Palliative Medicine
"Rica Arnon, MD",Pediatric Cardiology
"Martin J Arron, MD",Internal Medicine
"Graham G Ashmead, MD",Maternal and Fetal Medicine / Obstetrics & Gynecology
Clinically Integrated Network Member,"(212) 523-7933    |    124 West 60th Street, Suite 1C, New York, NY 10019    |     1.11 miles"
"Graham G Ashmead, MD",Maternal and Fetal Medicine / Obstetrics & Gynecology
"Ahmad K Aslam, MD",Cardiology / Internal Medicine
"Jesse J Astwood, MD",Psychiatry
"William M Atallah, MD",Urology
"Haytham Atileh, MD",Critical Care Medicine / Pulmonary Disease
"Kyrollis Attalla, MD",Urology
"A. Lawrence Attia, MD",Internal Medicine / Gastroenterology
"Albert A Attia, MD",Gastroenterology / Internal Medicine
"Bella K Avanessian, MD",Plastic Surgery
"Nita G Avrith, MD",Emergency Medicine
"Felipe A Ayala, MD",Neurology
"Luis Aybar, MD",Cardiology / Nuclear Cardiology
"Hameed Azeb Shahul, MD",Psychiatry
"Hae Young Baang, MD",Neurocritical Care
"Alina Babar, MD",Psychiatry
"Lisa E Babitz, MD",Internal Medicine / Geriatric Medicine
"Ketan K Badani, MD",Urology
"Helen Badu, MD",Neurology
"Virginia M Baez Socorro, MD",Pediatrics
"Michael R Bagner, MD",Internal Medicine
"Matthew Y Bai, MD",Emergency Medicine
"Kayleen Bailey, MD",Pediatrics
"Ian Baine, MD",Clinical Pathology / Blood Banking/Transfusion Medicine
"Gargi Bajpayee, MD",Internal Medicine
"Valida Bajrovic, MD",Internal Medicine
"Maryam Bakhshandeh, MD",Pathology
"Richard L Bakst, MD",Radiation Oncology
"Kiruthika Balasundaram, MD",Internal Medicine
"Melissa Baldwin, MD",General Surgery
"Tara Balija, MD",Breast Surgery
"Jeffrey A Bander, MD",Cardiology
"Ronjon Banerjee, MD",Psychiatry
"Theodore Bania, MD",Emergency Medicine / Medical Toxicology (Emergency Medicine)
"Neha Bansal, MD",Pediatric Cardiology
"David C Banthin, PhD",Psychology
"Mark G Barber, MD, MPH",Neurology
"Peter J Barelli, MD",Psychiatry
"Maya Barghash, MD",Cardiology
"Barbara J Barnett, MD",Emergency Medicine / Internal Medicine
"John Barrett, MD",Emergency Medicine
"David Barris, MD",Pediatrics
"Christin J Barry, MD",Emergency Medicine
"David S Baskin, PsyD",Psychology
"Brett Baskovich, MD",Pathology
"Ilana Bass, MD","Endocrinology, Diabetes and Metabolism"
"Amanda Bates, MD",Emergency Medicine
Clinically Integrated Network Member,"(212) 523-4000    |    1000 Tenth Avenue, New York, NY 10019    |     1.11 miles"
"Priti Batta, MD",Ophthalmology
"Ruchika Batwara, MD",Nephrology
"Mukta Baweja, MD",Internal Medicine
"Joseph A Bax, DO",Physical Medicine & Rehabilitation
"Mary B Beasley, MD",Anatomic & Clinical Pathology
"Oren Becher, MD",Pediatric Hematology-Oncology
"Erin Beck, MD",Psychiatry
"Jennifer Beck-Esmay, MD",Emergency Medicine
"Joshua B Bederson, MD",Neurosurgery
"Stephanie S Behringer-Massera, MD","Endocrinology, Diabetes and Metabolism / Internal Medicine"
"Jacob D Bell, MD",Pulmonary Disease
"Laura K Belland, MD",Family Medicine
"Scott J Belsley, MD",General Surgery
"David Ben-Eli, MD",Emergency Medicine
"Corinne Benchimol, DO",Pediatric Nephrology
"Keith J Benkov, MD",Pediatric Gastroenterology
"Alan I Benvenisty, MD",Vascular Surgery
Clinical Integrated Network,Clinically Integrated Network Member
"Recaredo Berbano, MD","Endocrinology, Diabetes and Metabolism / Internal Medicine"
"Alejandro Berenstein, MD",Neuroradiology
"Michael H Berger, MD",Otolaryngology
"Jill A Berkin, MD",Obstetrics & Gynecology
"Stephanie L Bernard, MD",Pediatric Neonatal-Perinatal Medicine
"Stephanie Bernik, MD",General Surgery
"Brett B Bernstein, MD",Gastroenterology
"Deepak L Bhatt, MD",Interventional Cardiology
"Abhik Bhattacharya, MD",Gastroenterology
"Namita Biala, DO",Nephrology
"Mollie A Biewald, MD",Hospice & Palliative Medicine / Internal Medicine
"Saadiyah Bilal, MD",Emergency Medicine
"Charlotte Birnbaum, MD",Dermatology
"Caroline H Bjorkman, DO",Psychiatry
"Leah Blank, MD",Neurology / Epilepsy
"Lauren E Blau, PhD",Psychology
"Kara Bloomgarden, MD",Psychiatry
"Robin R Blum, MD",Dermatology
"Erik Blutinger, MD",Emergency Medicine
"Laura K Bock, MD",Internal Medicine
"Fili Bogdanic, MD",Internal Medicine
Clinically Integrated Network Member,"(212) 431-4749    |    4 West 58th Street, Floor 13, New York, NY 10019    |     1.11 miles"
"William A Bonadio, MD",Pediatrics / Pediatric Emergency Medicine
"Irene R Boniece, MD",Neurology
"Vivien Boniuk, MD",Ophthalmology
"Morton D Borg, MD",Pediatric Cardiology
"Morgan S Bowling, DO",Pediatrics / Emergency Medicine
"Mary Boyle, MD",Pediatrics
"Lisa L Brailey, MD",Pathology / Clinical Genetics and Genomics (MD)
"Yaniv Y Brailovschi, MD",Obstetrics & Gynecology
"Ariel Brandwein, MD",Pediatric Critical Care Medicine
"Margaret S Brandwein-Weber, MD",Anatomic & Clinical Pathology
"Sonya Brar Kripalani, MD",Obstetrics & Gynecology
"Timothy K Brennan, MD",Addiction Psychiatry / Pediatrics
"Adam R Brenner, MD",Critical Care Medicine
"Paula Brignoni-Blume, MD",Obstetrics
"Carolyn D Brockington, MD",Neurology
"Michael L Brodman, MD",Obstetrics & Gynecology
"David W Brody, MD",Psychiatry
"Michael J Bronson, MD",Orthopaedic Surgery
"Wesley Bronson, MD",Orthopaedic Surgery
"Cara Brown, MD",Emergency Medicine
"Rebecca Brown, MD",Neurology
"Robin R Brown, MD",Obstetrics & Gynecology
"Stephanie R Brownridge, MD",Obstetrics & Gynecology
"Stephanie R Brownridge, MD",Obstetrics & Gynecology
"Lois E Brustman, MD",Maternal and Fetal Medicine / Obstetrics & Gynecology
"Lois E Brustman, MD",Maternal and Fetal Medicine / Obstetrics & Gynecology
(Commercial) Clinical Integrated Network,Clinically Integrated Network Member
"Katarzyna A Brzezinska, MD",Cytopathology
"Daniel Buchbinder, DMD",Oral & Maxillofacial Surgery
"Adjoa A Bucknor, MD",Obstetrics & Gynecology
"Michael H Buckstein, MD",Radiation Oncology
"Brian G Buggie, MD",Psychiatry
"Cynthia Bui, MD",Emergency Medicine
"Alexander Bulanov, DO",Colon & Rectal Surgery
"Caroline W Burmon, MD",Emergency Medicine
"Douglas S Bush, MD",Pediatric Pulmonology
"Angie E Buttigieg, MD",Pediatrics
"Erkan Buyuk, MD",Obstetrics & Gynecology / Reproductive Endocrinology (Obstetrics &
"Armand G Cacciarelli, MD",Gastroenterology / Internal Medicine
"Network, Humana (Medicare), Humana (Medicare), Oscar, Oscar, To","Tier, UMR Top Tier, United (Commercial) Clinical Integrated Network"
"Phyllis A Caces, MD",Emergency Medicine
"Maureen S Cafferty, MD",Neurology
"Paul J Cagle, MD",Orthopaedic Surgery
"Matthew A Cagliostro, MD",Cardiology
"John D Cahill, MD",Emergency Medicine
"Yvette Calderon, MD",Emergency Medicine
"Divaldo D Camara, MD",Neurosurgery
"Chelsea M Canon, MD",Obstetrics & Gynecology
"Chelsea M Canon, MD",Obstetrics & Gynecology
"Christopher Cao, MD",Gastroenterology
"Steven Carbonaro, MD",Psychiatry
"Patricia Carey, MD",Emergency Medicine
"Fernando C Carnavali, MD",Internal Medicine
"Brendan Carr, MD",Emergency Medicine
"Kecia Carroll, MD",Pediatrics
"Moira Carroll, MD",Emergency Medicine
"Fernanda Carvalho Poyraz, MD",Neurology
"Abel A Casso Dominguez, MD",Cardiology
"Sarah P Cate, MD",Breast Surgery
"Michael T Caton, MD",Neurosurgery
"Kimberly Cavaliere, MD",Gastroenterology
"Luis R Cerra, MD",Psychiatry
"Michelle S Cespedes, MD",Infectious Disease / Internal Medicine
"Udit Chaddha, MD",Pulmonary Critical Care
Clinical Integrated Network,Clinically Integrated Network Member
"Nisha Chadha, MD",Ophthalmology
"David J Chafiian, MD",Internal Medicine / Critical Care Medicine
"Geroge Chahine, MD",Psychiatry
"Emily Chai, MD",Internal Medicine
"Raymond Chai, MD",Otolaryngology
"Haamid Chamdawala, MD",Pediatrics
Clinical Integrated Network,Clinically Integrated Network Member
"Chi Chan, PhD",Psychology
"Germaine Z Chan, MD",Nephrology
"Lili Chan, MD",Internal Medicine
"Cheryl Chang, MD",Emergency Medicine
"Jenny F Chang, MD",Emergency Medicine
"Michael Chang, MD",Emergency Medicine
"Alexander Charney, MD",Psychiatry
"Kevin Chason, DO",Emergency Medicine
"Saad B Chaudhary, MD",Orthopaedic Surgery
"Ahmed Chaudhry, DO",Emergency Medicine
"Khadeen C Cheesman, MD",Internal Medicine
"James G Chelnis, MD",Ophthalmology
"Darwin D Chen, MD",Orthopaedic Surgery
"Joanna Chen, MD, MPH",Geriatric Medicine
"Masako Chen, MD",Ophthalmology
"Zijian Chen, MD","Internal Medicine / Endocrinology, Diabetes and Metabolism"
"David B Chessin, MD",General Surgery
"Hayley Chester, DO",Internal Medicine
"Tim Y Chi, PsyD",Psychiatry
"Weiwei Chi, MD",Internal Medicine
"Raul A Chibas Sandoval, MD",Internal Medicine
"Deanna Chieco, MD",Pediatrics
"Edward Chin, MD",General Surgery / Bariatric Surgery
"Makini Chisolm-Straker, MD",Emergency Medicine
"Samuel K Cho, MD",Orthopaedic Surgery
"Eugene W Choi, MD",Hospice & Palliative Medicine
"Michael Choi, MD",General Surgery
"Yuri Choi, MD",Internal Medicine
"Lauryn Choleva, MD",Pediatrics
"Eugene Choo, MD",Allergy & Immunology
"Sung Yoon Choo, MD",Clinical Pathology
"Aparna Chopra, MBBS",Critical Care Medicine
"Courtney Chou, MD",Otolaryngology
"Nadine F Choueiter, MD",Pediatrics
"Lawremce Chow, MD",Psychiatry
"Youyin Choy, MD",Obstetrics & Gynecology
"Mary C Christopher, MD",Psychiatry
"Nicholas H Chun, MD",Nephrology
"Daniel Chung, MD",Pathology
"Jaeah Chung, MD",Pediatrics / Pediatric Developmental-Behavioral
"Michael S Chung, MD",Diagnostic Radiology
"Wendy Chung, MD",Emergency Medicine
"Mateusz K Ciejka, MD",Emergency Medicine
"Jennifer Ciuchta, MD",Pediatrics
"Brian A Coakley, MD",Pediatric Surgery
"Alan Cohen, MD",Infectious Disease
"Deirdre Cohen, MD",Hematology & Oncology
"Felix N Cohen, MD",Obstetrics & Gynecology
"Fred Cohen, MD",Neurology
"Ian J Cohen, MD",Internal Medicine
"Lawrence B Cohen, MD",Gastroenterology
"David S Cole, MD",Maternal and Fetal Medicine / Obstetrics & Gynecology
"David S Cole, MD",Maternal and Fetal Medicine / Obstetrics & Gynecology
"Norman H Coleburn, MD",Urology
"Frank S Coletta, MD",Pulmonary Disease / Critical Care Medicine
"Kelsey E Collins, MD",Internal Medicine
"Victoria E Collins, MD",Anatomic Pathology
"Jean-Frederic Colombel, MD",Gastroenterology
"Angela Condo, MD",Geriatric Medicine
"Brendan D Connell, MD",Emergency Medicine
"Johanna P Contreras, MD",Cardiology / Internal Medicine
"Gabriel Cooper, DPM",Podiatry
